32.66733184	500
30.64207912	470
28.54323086	440
26.23827271	410
24.14554196	380
22.07827284	350
19.95740182	320
18.03579432	290
15.98708071	260
14.1802682	230
12.2747261	200
10.40811087	170
-8.660386425	-140
-10.46596525	-170
-12.41574775	-200
-14.32721676	-230
-16.39831753	-260
-18.27109099	-290
-20.23050452	-320
-22.1563687	-350
-24.31255128	-380
-26.47717428	-410
-28.6695231	-440
-31.12983079	-470
-33.75799373	-510

